Training Result Log
CNF Training File Path:	datasets/set1/training/
CNF Testing File Path:	datasets/set1/testing/
Config File Path:	configurations/res0adaptNoDS1.cfg
Initialization Seed File Path:	solutions/res0adaptNoDS1.sol
Using Time-Generated Seed:	True
Random Seed Value:	1476044593.1086786

Mu:	25
Lambda:	25
R-Elitism Value:	1
Number of Generations Before Restart:	5
Number Selected From Initial Survivor Seed:	0
Initialization Scheme:	Biased towards small
Parent Selection Scheme:	Fitness Proportional Selection
Survivor Selection Scheme:	Fitness Proportional Selection
Survivor Strategy Scheme:	Comma
Survivor k-Tournament:	10
Parent k-Tournament:	5
Number of Generations for Convergence:	100
Timer Initialized Seed:	True
Initialization From Seed Flag:	False
Action on Best Convergence:	Nothing
Action on Average Convergence:	Nothing
Mutation Self-Adaptivity Used:	False
Recombination Self-Adaptivity Used:	False
Evaluation Limit:	750

Number of Runs:	5
Evaluations per Run:	750


Run 1
25	0.4634886362957631	0.8265871382194349
50	0.40271671896534067	0.8240543561397522
75	0.4342840884006696	0.868401563340789
100	0.4384895036726204	0.8017714921885514
125	0.480245027320652	0.868401563340789
150	0.4623093385637793	0.8017714921885514
175	0.4683502035531398	0.8240543561397522
200	0.444569367296396	0.868401563340789
225	0.434635408303524	0.7898877589453861
250	0.4576543689809396	0.868401563340789
275	0.47288001738409186	0.868401563340789
300	0.43134711654032876	0.8240543561397522
325	0.4433160407540442	0.868401563340789
350	0.3769914350790791	0.8017714921885514
375	0.431527487390409	0.7645933966814604
400	0.4229735713132384	0.7155903448369991
425	0.4861223036700696	0.868401563340789
450	0.4863115325994353	0.7875427798695823
475	0.4658228727538102	0.7898877589453861
500	0.46531492113699646	0.7898877589453861
525	0.4818753697006201	0.8240543561397522
550	0.4424267533268663	0.6482850825638018
575	0.4665139084212104	0.868401563340789
600	0.44659051912196346	0.8017714921885514
625	0.4559434457145026	0.7619374261097793
650	0.4396186403828544	0.8017714921885514
675	0.4437893480438702	0.7331211269880362
700	0.41819566180875783	0.7898877589453861
725	0.4693613728584547	0.8240543561397522
750	0.48693338932696145	0.8240543561397522

Run 2
25	0.30210063736697995	2.0815290834640603
50	0.27080973562785	0.4855371580330896
75	0.2841401168434123	0.4996309026832666
100	0.27747714489296765	0.4855371580330896
125	0.2737235080970119	0.4855371580330896
150	0.2977025997838393	0.4996309026832666
175	0.3075901899399223	0.4996309026832666
200	0.27999520717299864	0.40616068368718755
225	0.3083024500268928	0.5095623487688109
250	0.2879250530312306	0.5095623487688109
275	0.3115489847735221	0.4996309026832666
300	0.3049246434448403	0.4855371580330896
325	0.27377665761137415	0.4996309026832666
350	0.31255214595220293	0.5095623487688109
375	0.3223773781772299	0.5095623487688109
400	0.27269350202893994	0.3951252948152089
425	0.30923430828387827	0.4855371580330896
450	0.31397991606536807	0.4480540651175987
475	0.32352027713752807	0.5084027033330085
500	0.31983844659907623	0.5610405759171058
525	0.3284006056437074	0.5610405759171058
550	0.3149379487324776	0.5351994455970404
575	0.32300516887569153	0.5095623487688109
600	0.33619313567676284	0.5446990301449711
625	0.3320924136111851	0.5422634925133242
650	0.3509721219556679	0.5610405759171058
675	0.3440431295322812	0.5669748259253902
700	0.31611126486648616	0.5610405759171058
725	0.3437881536592504	0.6084908938263252
750	0.3245305318861665	0.5351994455970404

Run 3
25	0.28417352047146843	0.4365208913289547
50	0.302055891180953	0.43788799190185174
75	0.2990558006295483	0.43788799190185174
100	0.303909801198155	0.43788799190185174
125	0.31145669224894024	0.501641279047099
150	0.3027893454399966	0.501641279047099
175	0.2965828996164463	0.501641279047099
200	0.3003967281493478	0.501641279047099
225	0.2937926298321249	0.501641279047099
250	0.293931755819588	0.501641279047099
275	0.2948611521461065	0.501641279047099
300	0.29545601525587545	0.4299036261597793
325	0.29486963240546304	0.43788799190185174
350	0.29817702604296076	0.43788799190185174
375	0.30198848951677454	0.4790946430044116
400	0.29853146438726313	0.5189172069084971
425	0.3078866580619126	0.5189172069084971
450	0.30762417644227574	0.569712223815206
475	0.31411101351001747	0.569712223815206
500	0.3194686968301233	0.569712223815206
525	0.33434739141826997	0.6008834380648543
550	0.300516160319795	0.5125943767070729
575	0.2859534928290113	0.3482285013751704
600	0.3105110312648128	0.569712223815206
625	0.312558417143182	0.5189172069084971
650	0.3369790651497451	0.6008834380648543
675	0.2968272091969201	0.569712223815206
700	0.29309473579374073	0.43788799190185174
725	0.3247876915274677	0.5418008314502791
750	0.32795687697521175	0.6008834380648543

Run 4
25	0.29503663727173896	0.5054926460609984
50	0.27778828270600076	0.4957786807687393
75	0.30509717924523694	0.5352689078268407
100	0.2991384812713372	0.4957786807687393
125	0.3010774270668015	0.5352689078268407
150	0.29754201247653655	0.5352689078268407
175	0.3109597810770198	0.5352689078268407
200	0.3074564478461368	0.49229307319670235
225	0.34153485390873706	0.5452346191349441
250	0.31652061853081515	0.5327407984715486
275	0.3417720504790408	0.5452346191349441
300	0.3318164280373718	0.5452346191349441
325	0.34518219444291354	0.5452346191349441
350	0.30371442397003734	0.5327407984715486
375	0.31377753894061094	0.5088157401670964
400	0.31540022517857275	0.5352689078268407
425	0.34538604620772584	0.754778613420661
450	0.3227490231994985	0.5327407984715486
475	0.3334821913345318	0.5352689078268407
500	0.31718355902880524	0.5452346191349441
525	0.3401969811059826	0.6446603505597641
550	0.33272337135725605	0.5452346191349441
575	0.3465949601819719	0.6446603505597641
600	0.37358884835734835	0.754778613420661
625	0.3567230690933063	0.6446603505597641
650	0.3151614782430841	0.522921931818366
675	0.3744111844218056	0.6446603505597641
