Test Result Log
CNF Training File Path:	datasets/set2/training/
CNF Testing File Path:	datasets/set2/testing/
Config File Path:	configurations/res1adaptMuDS2.cfg
Initialization Seed File Path:	solutions/res1adaptMuDS2.sol
Using Time-Generated Seed:	True
Random Seed Value:	1476044636.1135573

Mu:	25
Lambda:	25
R-Elitism Value:	1
Number of Generations Before Restart:	5
Number Selected From Initial Survivor Seed:	0
Initialization Scheme:	Biased towards large
Parent Selection Scheme:	Uniform Random
Survivor Selection Scheme:	Truncation
Survivor Strategy Scheme:	Plus
Survivor k-Tournament:	10
Parent k-Tournament:	5
Number of Generations for Convergence:	100
Timer Initialized Seed:	True
Initialization From Seed Flag:	False
Action on Best Convergence:	True
Action on Average Convergence:	Nothing
Mutation Self-Adaptivity Used:	True
Recombination Self-Adaptivity Used:	False
Evaluation Limit:	750

Number of Runs:	5
Evaluations per Run:	750


Run 1
100	0.2965318119728661
200	0.33781832377740817
300	0.42411560508942286
400	0.4151491741416641
500	0.2608954846581683
600	0.3943089381213923
700	0.43852262253069224

Run 2
100	0.3403295163581636
200	0.3009392872804752
300	0.3913821179329691
400	0.5443239523204702
500	0.45118051420093697
600	0.4009838976576647
700	0.49191581929537753

Run 3
100	0.2742700622771554
200	0.25060915000063333
300	0.27877650311723184
400	0.37472563209148574
500	0.44013182430337977
600	0.41672187450447074
700	0.46907835691323185

Run 4
100	0.22776072803430347
200	0.4351569730043782
300	0.3547060516889516
400	0.16295996526259285
500	0.3260736034873198
600	0.31672344722368295
700	0.3156295593275847

Run 5
100	0.21705034028221848
200	0.2521528984269601
300	0.25221019697186897
400	0.2447218392926523
500	0.27089121270381245
600	0.20381709999687056
700	0.24277979269242955
