Test Result Log
CNF Training File Path:	datasets/set2/training/
CNF Testing File Path:	datasets/set2/testing/
Config File Path:	configurations/res0adaptMuDS2.cfg
Initialization Seed File Path:	solutions/res0adaptMuDS2.sol
Using Time-Generated Seed:	True
Random Seed Value:	1476044387.6091268

Mu:	25
Lambda:	25
R-Elitism Value:	1
Number of Generations Before Restart:	5
Number Selected From Initial Survivor Seed:	0
Initialization Scheme:	Biased towards large
Parent Selection Scheme:	Uniform Random
Survivor Selection Scheme:	Truncation
Survivor Strategy Scheme:	Plus
Survivor k-Tournament:	10
Parent k-Tournament:	5
Number of Generations for Convergence:	100
Timer Initialized Seed:	True
Initialization From Seed Flag:	False
Action on Best Convergence:	Nothing
Action on Average Convergence:	Nothing
Mutation Self-Adaptivity Used:	True
Recombination Self-Adaptivity Used:	False
Evaluation Limit:	750

Number of Runs:	5
Evaluations per Run:	750


Run 1
100	0.3545737844237744
200	0.4141057863880439
300	0.36505279304329785
400	0.3639558175430997
500	0.4304371072700012
600	0.5119933125873478
700	0.5516105822120979

Run 2
100	0.16628595598832055
200	0.1872558628847117
300	0.17493408019850118
400	0.1837682689727314
500	0.16103693203033156
600	0.18279093596993415
700	0.1880382704118031

Run 3
100	0.31757032245588696
200	0.32286479942612134
300	0.40743981299926335
400	0.4198397017252119
500	0.45822876718629363
600	0.43353130930713096
700	0.5199119659714143

Run 4
100	0.2635518610980029
200	0.280235551844296
300	0.33340606686699786
400	0.356892243542497
500	0.3950786228598869
600	0.3751004980050643
700	0.43609661720021725

Run 5
100	0.2506130732149415
200	0.38925380979842494
300	0.4961918791319708
